Student_ID,Age,Gender,Attendance_Percentage,Assignments_Completed,Class_Participation,Midterm_Grade,Final_Grade,Study_Hours_per_Week,Projects_Submitted,Teaching_Clarity,Teaching_Helpfulness,Feedback_Timeliness,Student_Performance,Teaching_Effectiveness
S0826,21,Male,97.75,7,5.35,10.14,1.59,17,2,1.38,2.27,2.74,Good,Moderate
S0827,20,Male,91.06,5,0.82,79.19,61.62,17,1,1.09,3.9,3.49,Average,High
S0828,19,Female,50.08,3,0.35,81.16,96.08,9,0,1.22,1.48,4.36,Excellent,High
S0829,24,Female,81.82,1,9.9,48.23,90.29,1,1,1.21,1.67,3.73,Average,Low
S0830,25,Female,52.56,8,0.3,5.73,69.68,8,0,4.63,2.26,1.83,Good,Moderate
S0831,22,Female,62.88,0,4.45,17.46,9.66,13,4,3.89,3.38,2.85,Good,Moderate
S0832,22,Female,52.98,0,5.05,70.74,27.42,18,1,3.71,3.58,4.64,Good,Moderate
S0833,20,Male,80.19,3,1.17,71.18,32.01,9,4,3.09,2.59,2.31,Poor,Moderate
S0834,21,Other,84.33,6,1.69,89.84,76.32,3,2,4.13,1.31,2.99,Average,High
S0835,18,Other,55.72,0,3.52,58.27,80.22,5,0,1.62,2.49,4.83,Good,Moderate
S0836,21,Female,69.19,8,7.62,12.41,38.51,13,5,2.57,3.76,3.94,Excellent,Moderate
S0837,20,Male,72.81,3,5.07,12.14,41.79,3,2,2.96,3.68,3.99,Good,Moderate
S0838,22,Female,68.45,2,6.38,72.11,4.45,14,0,1.44,1.64,2.01,Good,Moderate
S0839,21,Male,56.05,0,9.85,18.38,28.91,15,4,2.68,1.03,2.66,Excellent,High
S0840,22,Male,70.95,9,7.68,32.84,45.13,6,3,2.27,4.01,1.33,Good,Moderate
S0841,24,Male,87.56,3,4.34,48.72,11.7,16,1,1.14,1.43,3.43,Average,High
S0842,25,Female,53.55,8,4.46,2.48,45.33,18,4,1.55,1.33,1.41,Average,Moderate
S0843,18,Female,54.01,9,6.19,24.88,85.32,18,0,4.06,1.01,4.34,Good,Moderate
S0844,24,Female,67.74,5,6.65,40.79,58.13,16,0,1.07,2.73,4.26,Good,Low
S0845,22,Female,97.09,5,5.01,27.96,7.89,5,0,4.74,3.01,3.13,Poor,Moderate
S0846,22,Male,83.43,0,6.45,13.64,19.17,10,0,1.35,3.55,1.56,Average,Moderate
S0847,19,Male,83.93,9,0.24,72.8,47.45,15,1,4.2,2.18,1.1,Average,Moderate
S0848,19,Male,68.1,1,4.3,81.31,36.15,7,2,4.59,3.84,4.19,Poor,Moderate
S0849,24,Other,79.68,10,2.79,25.75,35.87,10,5,4.76,1.68,3.4,Average,High
S0850,23,Male,50.51,5,1.29,77.44,52.93,6,3,4.47,4.33,3.84,Excellent,Moderate
S0851,24,Female,81.8,1,1.0,38.56,58.44,18,1,2.15,3.29,2.22,Good,Low
S0852,19,Female,95.66,2,6.03,50.67,79.69,9,0,2.33,3.34,3.04,Poor,High
S0853,22,Male,80.63,3,5.24,85.6,34.1,8,1,2.71,1.84,3.99,Good,Moderate
S0854,20,Female,93.68,10,2.54,75.0,80.55,3,4,1.56,1.3,2.85,Excellent,Low
S0855,24,Female,86.2,4,4.71,80.51,33.86,14,5,1.09,2.86,3.41,Good,Moderate
S0856,22,Female,56.03,8,4.92,13.68,5.54,12,0,4.48,3.46,4.16,Average,Moderate
S0857,20,Other,95.12,3,1.95,6.97,55.42,1,3,3.22,1.38,1.86,Poor,Moderate
S0858,20,Male,53.32,10,6.52,89.34,58.79,1,0,3.43,4.8,1.26,Good,Moderate
S0859,19,Male,76.7,8,7.81,38.78,93.45,15,5,4.71,4.92,3.13,Good,Moderate
S0860,24,Female,57.11,10,7.91,28.79,72.61,8,3,3.66,3.18,1.25,Average,Moderate
S0861,21,Other,50.59,9,6.02,72.47,91.78,12,5,3.76,4.8,4.07,Good,Low
S0862,18,Male,71.1,2,5.12,83.64,90.83,2,3,4.15,1.72,3.88,Excellent,High
S0863,19,Female,64.75,7,0.61,86.25,60.46,8,2,1.47,1.1,4.53,Poor,Moderate
S0864,19,Female,74.3,0,2.88,31.6,52.78,12,2,2.44,1.16,3.56,Good,High
S0865,21,Female,78.86,10,0.93,85.22,55.74,1,1,4.87,3.35,1.27,Good,High
S0866,18,Male,52.19,8,9.64,4.09,97.83,7,1,4.69,1.25,2.01,Average,Moderate
S0867,22,Female,56.15,8,1.35,4.97,77.32,8,3,4.54,4.83,4.23,Excellent,Moderate
S0868,23,Other,77.93,9,1.52,62.35,10.63,15,0,2.81,1.57,1.67,Poor,High
S0869,24,Male,67.16,1,8.9,6.31,77.84,1,4,4.43,2.22,3.79,Good,High
S0870,23,Male,86.46,3,9.44,32.46,17.05,5,4,1.19,4.29,4.12,Good,Moderate
S0871,22,Other,82.61,7,7.66,67.28,44.74,7,0,1.59,1.87,2.32,Excellent,Low
S0872,25,Male,92.28,6,0.05,33.73,21.05,4,0,2.66,1.97,2.29,Good,Moderate
S0873,19,Female,84.62,0,0.01,17.96,68.96,8,2,2.93,3.57,3.23,Average,High
S0874,18,Female,71.5,4,3.78,28.14,87.73,0,4,2.05,2.1,4.45,Average,Low
S0875,19,Male,83.65,6,1.43,45.76,29.04,8,3,2.43,1.87,1.9,Poor,Moderate
S0876,20,Female,63.77,3,0.18,47.54,8.2,9,5,1.65,2.02,4.77,Good,Low
S0877,19,Male,65.32,0,4.64,78.3,29.85,3,1,2.96,2.96,3.4,Average,Moderate
S0878,19,Female,89.45,8,9.43,75.02,67.24,2,5,4.18,4.86,4.97,Good,Moderate
S0879,22,Male,72.32,4,3.24,45.68,32.88,9,2,3.65,4.33,1.36,Average,Low
S0880,22,Female,89.92,10,6.61,84.57,27.81,14,4,1.43,2.14,1.51,Average,High
S0881,22,Male,91.12,1,6.52,11.42,18.44,10,0,2.95,2.45,4.31,Good,Low
S0882,23,Male,92.88,7,2.51,25.54,49.75,13,4,3.79,2.86,4.46,Good,Low
S0883,20,Other,95.83,10,6.5,82.8,27.59,5,3,3.12,4.92,2.78,Good,Low
S0884,25,Male,71.55,1,2.12,37.8,73.1,11,2,2.57,1.69,3.86,Good,Moderate
S0885,25,Female,65.94,2,1.22,98.12,7.66,12,0,3.49,2.43,4.47,Poor,High
S0886,22,Male,79.11,9,7.01,46.63,66.4,16,5,4.87,3.92,1.17,Good,Moderate
S0887,18,Female,68.56,0,1.13,79.19,23.76,15,3,1.38,4.86,3.3,Excellent,Low
S0888,23,Male,80.05,10,9.97,40.23,48.93,2,5,2.56,1.62,4.41,Excellent,Moderate
S0889,21,Other,85.28,1,1.83,42.5,28.61,1,1,2.63,1.91,2.59,Average,Moderate
S0890,18,Female,84.42,6,5.94,38.29,72.28,10,2,3.31,1.9,2.21,Good,Moderate
S0891,24,Male,68.73,9,4.11,71.91,94.53,8,3,1.61,1.08,4.18,Good,Moderate
S0892,24,Male,58.34,1,1.26,54.75,91.71,2,3,1.71,3.42,2.34,Good,High
S0893,18,Male,71.53,5,0.28,94.38,58.34,17,5,2.14,3.68,1.01,Average,Moderate
S0894,22,Female,57.13,2,6.23,25.09,46.26,19,0,4.82,3.41,4.84,Good,Low
S0895,21,Male,94.5,3,8.07,10.06,81.83,14,1,3.94,1.29,3.37,Average,High
S0896,21,Female,67.29,10,8.42,39.33,68.33,13,5,3.65,1.28,4.28,Good,Low
S0897,23,Male,57.72,7,4.83,61.67,18.36,1,3,4.27,1.84,4.3,Good,Moderate
S0898,21,Male,51.27,2,7.77,86.08,82.09,16,2,1.51,2.16,1.27,Excellent,Moderate
S0899,24,Female,82.29,9,6.73,34.62,42.89,7,3,4.44,4.15,1.68,Excellent,Moderate
S0900,20,Female,81.85,5,7.24,65.38,18.9,9,4,3.38,1.64,2.24,Good,High
S0901,22,Male,67.03,0,4.93,35.02,28.18,17,2,2.34,1.18,2.28,Good,Moderate
S0902,21,Male,53.59,6,6.33,61.72,26.75,18,2,4.26,2.58,3.64,Average,Moderate
S0903,23,Male,70.48,7,8.06,88.48,51.92,7,3,4.21,2.67,3.49,Excellent,Moderate
S0904,24,Female,65.56,10,3.98,23.14,23.44,7,0,4.38,2.8,2.98,Excellent,Moderate
S0905,20,Female,83.86,7,8.06,40.42,12.36,2,2,1.46,4.31,1.85,Average,High
S0906,19,Female,80.29,2,5.92,99.33,12.37,2,4,4.88,1.39,2.53,Good,Moderate
S0907,19,Female,68.23,9,1.66,86.86,58.33,11,5,4.84,3.82,3.17,Average,Moderate
S0908,20,Female,60.89,0,0.25,56.46,73.48,16,0,2.43,2.35,2.87,Average,Moderate
S0909,24,Female,99.4,8,3.63,51.66,32.15,3,0,1.26,2.24,1.51,Good,High
S0910,23,Female,72.7,5,5.47,28.46,3.47,16,0,1.67,4.73,3.6,Average,Low
S0911,20,Male,84.41,10,8.4,51.72,12.72,13,2,4.97,1.99,1.29,Good,Moderate
S0912,22,Male,57.03,8,1.27,84.82,91.47,18,0,3.25,3.57,2.51,Good,Moderate
S0913,22,Male,74.28,6,8.0,68.52,49.35,8,3,2.43,2.1,3.84,Good,Moderate
S0914,19,Male,51.38,0,8.63,29.0,45.36,11,0,2.15,3.03,1.08,Good,Moderate
S0915,21,Female,75.27,0,1.51,20.15,3.8,4,4,2.03,4.15,3.28,Good,High
S0916,23,Other,98.2,5,8.52,26.52,72.86,10,1,3.66,4.53,2.34,Good,Moderate
S0917,19,Male,69.21,4,9.91,16.98,52.81,19,4,2.68,4.35,1.04,Good,Moderate
S0918,21,Male,51.95,8,7.27,9.56,20.21,2,2,4.86,3.33,1.76,Excellent,Moderate
S0919,21,Female,51.55,1,7.85,41.91,11.01,14,0,3.74,2.0,4.76,Excellent,Moderate
S0920,25,Other,69.4,7,9.94,11.33,38.34,13,0,4.17,3.64,3.08,Excellent,Moderate
S0921,22,Male,58.0,10,6.05,17.19,83.72,10,3,2.17,3.84,4.99,Excellent,Moderate
S0922,24,Female,51.17,4,3.08,54.73,86.53,19,5,1.32,1.04,3.1,Good,Low
S0923,18,Male,87.81,1,8.38,16.46,60.28,7,0,2.95,2.76,3.18,Good,High
S0924,24,Male,72.93,9,6.14,6.39,72.75,3,4,2.26,4.37,2.57,Excellent,Low
S0925,18,Other,64.46,10,5.81,31.74,11.52,11,2,1.81,2.96,2.24,Average,High
S0926,20,Other,95.0,10,2.54,22.03,58.81,7,1,4.81,2.25,2.01,Average,Moderate
S0927,22,Male,55.81,5,7.56,51.53,66.7,5,0,2.78,4.49,2.37,Good,Moderate
S0928,21,Other,97.8,9,0.82,10.24,20.07,14,1,1.7,1.62,2.84,Average,Moderate
S0929,23,Female,65.7,7,9.24,75.18,88.02,11,0,1.79,1.83,1.77,Good,Moderate
S0930,18,Female,94.42,3,3.26,90.62,19.5,15,2,2.12,3.75,1.9,Excellent,Moderate
S0931,24,Female,80.15,1,1.28,74.34,31.35,15,5,5.0,2.41,2.09,Poor,High
S0932,21,Female,91.34,10,4.42,53.28,62.06,19,4,2.07,3.85,2.8,Excellent,Moderate
S0933,18,Female,99.2,4,0.42,86.07,63.84,19,2,2.32,1.63,3.61,Poor,High
S0934,18,Female,64.42,1,6.85,69.49,69.94,3,1,3.64,2.01,4.42,Good,Moderate
S0935,25,Male,98.06,1,9.03,1.06,11.2,10,0,2.18,1.63,2.15,Good,High
S0936,18,Male,69.47,5,8.37,39.41,84.95,12,1,1.86,4.81,1.73,Good,High
S0937,23,Male,69.28,10,1.27,85.1,53.28,8,4,1.63,2.62,2.52,Good,High
S0938,22,Female,67.02,9,1.26,34.59,47.13,3,2,2.25,2.35,4.58,Excellent,Moderate
S0939,23,Male,77.07,8,8.13,3.52,98.11,11,1,1.42,1.06,1.04,Good,Low
S0940,19,Female,57.71,3,9.24,74.62,74.04,8,1,1.07,1.61,3.71,Average,Low
S0941,21,Other,77.69,5,4.61,80.2,11.8,12,4,4.22,2.68,2.91,Good,High
S0942,22,Male,77.09,6,4.99,16.06,75.65,15,0,1.55,1.27,1.64,Good,Moderate
S0943,25,Female,88.1,10,3.18,53.73,9.52,5,1,4.1,3.04,2.28,Good,Moderate
S0944,22,Male,91.68,5,8.94,19.2,2.75,9,4,4.19,2.82,1.9,Average,Moderate
S0945,22,Female,72.02,7,6.45,71.92,40.36,12,0,3.15,4.07,4.51,Good,Moderate
S0946,24,Male,65.12,3,2.88,27.16,99.36,6,5,2.24,3.64,2.93,Good,High
S0947,22,Female,62.97,0,2.99,31.62,17.49,18,0,1.58,2.78,3.25,Poor,Moderate
S0948,25,Female,59.73,6,8.91,84.5,67.26,18,5,3.95,1.9,3.37,Good,Moderate
S0949,23,Other,52.88,2,0.14,47.63,17.34,16,2,3.41,3.91,3.56,Good,High
S0950,22,Female,67.12,5,3.23,66.98,72.48,12,4,3.62,3.83,2.98,Average,Moderate
S0951,20,Female,63.51,1,5.54,40.24,50.54,12,0,1.03,1.61,1.07,Average,Moderate
S0952,21,Female,98.32,8,1.48,29.8,68.0,1,5,4.71,4.66,2.34,Good,High
S0953,22,Female,77.89,0,0.92,62.55,20.29,9,5,1.27,1.26,1.74,Excellent,Moderate
S0954,21,Female,67.36,5,8.15,15.49,74.56,12,2,2.47,1.22,3.72,Average,Moderate
S0955,20,Male,79.02,5,8.94,37.3,99.56,8,3,2.61,1.75,1.23,Good,Low
S0956,20,Other,56.96,4,8.24,20.9,66.57,0,4,1.01,4.64,3.26,Poor,Moderate
S0957,21,Female,72.2,4,8.99,69.58,49.35,13,3,2.99,3.08,1.84,Excellent,Moderate
S0958,18,Female,81.31,0,5.53,94.42,92.32,15,0,4.01,4.15,4.8,Good,Moderate
S0959,19,Male,74.44,9,8.12,99.55,1.59,19,4,4.29,1.91,2.34,Excellent,Moderate
S0960,24,Female,70.09,4,3.84,45.03,72.99,14,2,4.52,2.96,2.3,Average,High
S0961,18,Male,99.69,1,6.66,25.25,88.87,0,0,2.95,2.43,4.69,Average,Moderate
S0962,18,Female,94.02,6,9.89,44.28,6.17,16,4,3.52,4.31,2.67,Average,Moderate
S0963,23,Male,81.17,2,2.26,84.73,45.01,12,4,1.32,1.09,4.85,Poor,Moderate
S0964,24,Female,78.47,3,3.9,20.6,20.47,14,3,2.95,1.98,1.1,Excellent,Low
S0965,24,Other,81.03,2,4.8,95.21,56.65,15,0,1.62,1.61,2.23,Excellent,Moderate
S0966,18,Male,60.07,2,1.38,34.19,64.95,15,2,2.48,4.44,3.66,Average,High
S0967,22,Other,69.76,3,0.81,98.58,30.26,1,2,2.32,2.87,4.56,Average,High
S0968,23,Male,51.97,4,8.3,83.86,46.0,16,0,2.69,2.62,2.03,Average,High
S0969,23,Female,73.78,0,9.77,80.86,27.93,10,0,3.29,2.8,4.72,Average,Moderate
S0970,20,Female,77.15,3,4.05,31.79,36.94,7,5,4.61,4.89,3.38,Good,Moderate
S0971,25,Female,61.39,10,0.88,0.88,15.95,19,1,2.58,4.4,4.2,Good,Low
S0972,24,Female,98.2,7,0.66,38.21,88.56,2,3,4.92,3.83,2.59,Poor,Moderate
S0973,18,Female,95.47,9,8.91,30.18,1.0,11,0,4.04,2.16,1.85,Good,Low
S0974,20,Male,86.11,6,4.64,3.74,88.24,19,0,3.05,1.66,4.64,Good,Moderate
S0975,21,Male,76.67,8,3.2,50.54,57.17,15,1,3.58,4.69,4.73,Average,Low
S0976,19,Female,93.5,4,4.76,40.3,33.17,13,1,1.41,2.69,2.99,Good,Moderate
S0977,25,Female,56.53,9,3.18,63.46,72.31,15,4,4.38,2.12,1.03,Average,Moderate
S0978,25,Female,89.53,3,4.89,62.12,50.78,16,2,3.33,2.88,1.44,Excellent,Moderate
S0979,25,Female,56.24,7,8.6,12.07,49.91,10,3,4.94,4.67,3.29,Average,Moderate
S0980,23,Male,89.71,8,5.92,97.7,11.01,16,4,3.55,2.55,1.1,Average,Moderate
S0981,21,Female,63.79,6,6.95,18.69,38.95,18,0,4.34,3.25,2.59,Good,High
S0982,25,Male,93.85,6,3.65,44.53,24.11,0,1,4.2,4.21,2.21,Good,High
S0983,21,Female,97.2,4,7.39,48.81,1.57,11,5,2.38,2.71,3.86,Good,Moderate
S0984,22,Male,57.44,3,6.67,81.31,36.01,14,2,2.04,1.93,1.22,Good,Moderate
S0985,25,Male,73.13,9,1.2,9.92,8.98,17,4,2.72,4.98,2.95,Good,High
S0986,19,Male,99.05,0,5.73,42.86,25.68,13,5,2.87,4.83,3.32,Good,High
S0987,21,Male,74.17,9,2.57,62.85,9.25,0,2,1.96,4.37,3.47,Good,Moderate
S0988,21,Female,93.18,9,8.04,21.52,10.09,12,5,4.58,3.75,2.62,Excellent,Moderate
S0989,19,Male,79.44,6,4.26,62.75,19.9,14,1,3.17,2.18,2.22,Excellent,High
S0990,25,Male,68.77,0,9.95,92.37,99.98,6,4,4.91,4.65,3.73,Average,High
S0991,19,Male,64.29,0,0.93,99.75,0.22,14,4,4.24,2.1,4.39,Excellent,High
S0992,21,Male,60.16,4,7.8,3.25,63.87,19,2,3.22,4.2,3.77,Average,High
S0993,19,Male,88.09,8,6.74,23.56,14.12,9,5,4.79,4.67,4.73,Average,Low
S0994,21,Male,69.33,5,7.67,31.03,92.06,13,1,3.02,3.41,3.87,Average,High
S0995,21,Female,75.56,2,3.08,39.91,9.36,5,0,4.55,4.21,4.06,Average,Moderate
S0996,22,Female,74.62,2,4.92,24.23,95.51,13,4,2.43,4.17,1.67,Excellent,Moderate
S0997,18,Female,78.86,6,7.97,20.35,61.09,11,0,2.51,1.77,2.68,Average,Low
S0998,21,Female,93.28,5,2.33,95.46,0.13,10,1,2.67,3.67,2.94,Good,High
S0999,25,Male,99.04,8,2.26,91.85,89.4,19,4,3.19,1.37,2.03,Average,High
S1000,20,Female,70.38,5,5.51,4.7,52.17,18,4,3.21,3.03,3.11,Average,High
